DZ.    TZ.   QZ. 
-0.13	-0.02	-0.03
-0.43	-0.07	-0.08
-0.76	-0.17	-0.12
-1.03	-0.23	-0.15
-1.84	-0.40	-0.24
-1.65	-0.37	-0.24
-1.48	-0.32	-0.22
-1.35	-0.29	-0.18
-0.18	-0.15	-0.05
-0.54	-0.21	-0.09
-0.81	-0.25	-0.11
-2.18	-0.55	-0.30
-1.52	-0.40	-0.23
-1.02	-0.58	-0.24
-1.32	-0.71	-0.29
-1.71	-0.74	-0.33
-2.21	-0.82	-0.37
-2.06	-0.85	-0.42
-2.67	-0.90	-0.46
-3.17	-1.00	-0.54
