DM21     SCAN    DC-SCAN  wB97M-V
-0.79	-3.12	-1.87	-0.85
-1.27	-4.16	-2.01	-0.90
-1.27	-4.31	-1.57	-0.80
-2.27	-7.67	-0.75	-1.03
-1.42	-6.94	-1.57	-0.98
-0.45	-3.13	-1.85	-0.44
-0.54	-4.17	-1.85	-0.40
-0.76	-4.91	-1.70	-0.38
-0.37	-5.51	-1.23	-0.28
-0.75	-6.78	-1.43	-0.57
-0.85	-7.73	-0.94	-0.68
-1.28	-9.17	-0.72	-0.79
