DM21     SCAN    DC-SCAN  wB97M-V
-0.39	-1.56	-0.93	-0.42
-0.42	-1.39	-0.67	-0.30
-0.32	-1.08	-0.39	-0.20
-0.32	-1.10	-0.11	-0.15
-0.20	-0.99	-0.22	-0.14
-0.22	-1.56	-0.93	-0.22
-0.18	-1.39	-0.62	-0.13
-0.19	-1.23	-0.43	-0.09
-0.07	-1.10	-0.25	-0.06
-0.15	-1.36	-0.29	-0.11
-0.14	-1.29	-0.16	-0.11
-0.18	-1.31	-0.10	-0.11
