DM21     SCAN    DC-SCAN  wB97M-V
-1.61	-2.53	-0.12	0.55
-1.88	-3.87	-0.48	-0.62
-1.50	-4.09	-0.43	-0.71
-0.94	-7.42	-0.61	-1.60
-1.60	-6.32	-0.20	0.08
-2.10	-2.86	-0.46	-0.10
-2.04	-3.93	-0.36	-0.33
-1.92	-4.67	-0.34	-0.57
-1.46	-5.30	-0.34	-0.31
-1.69	-6.50	-0.55	-0.56
-1.24	-7.46	-0.75	-0.80
-1.06	-8.85	-0.78	-1.08
