 Distance          E(SCAN)         E(DC-SCAN)       E(CCSD(T))       Error SCAN      Error DC-SCAN   |Error SCAN|    |Error DC-SCAN|
2.539132093	-2.443978128	-1.543515263	-1.066882606	-1.377095522	-0.476632657	1.377095522	0.476632657
2.566046203	-4.733783569	-3.714181845	-3.12650567	-1.607277899	-0.587676176	1.607277899	0.587676176
2.583400602	-3.353131992	-2.490206716	-2.22014616	-1.132985832	-0.270060556	1.132985832	0.270060556
2.592691673	-3.703583218	-2.984909711	-2.793623826	-0.909959392	-0.191285885	0.909959392	0.191285885
2.602729455	-4.593510207	-3.750596193	-3.441308601	-1.152201606	-0.309287592	1.152201606	0.309287592
2.636093723	-1.279377899	-0.407711423	-0.16177416	-1.117603739	-0.245937262	1.117603739	0.245937262
2.667480865	-2.926212519	-2.268219132	-2.138683926	-0.787528593	-0.129535206	0.787528593	0.129535206
2.682454564	-4.165850273	-3.51475321	-3.44300347	-0.722846804	-0.071749741	0.722846804	0.071749741
2.683917565	-3.396511689	-2.503183602	-2.299448675	-1.097063015	-0.203734927	1.097063015	0.203734927
2.688250816	-3.455528911	-2.662878367	-2.502375794	-0.953153117	-0.160502573	0.953153117	0.160502573
2.690519063	-3.899648405	-3.204519036	-3.170624951	-0.729023455	-0.033894085	0.729023455	0.033894085
2.712901316	-3.962769536	-3.37739149	-3.355070908	-0.607698627	-0.022320582	0.607698627	0.022320582
2.717159989	-3.81591988	-3.31988029	-3.356247981	-0.459671898	0.036367691	0.459671898	0.036367691
2.717759637	-3.532386213	-2.793770469	-2.684105923	-0.84828029	-0.109664547	0.84828029	0.109664547
2.718515964	-4.982132806	-4.325306585	-4.268010271	-0.714122535	-0.057296314	0.714122535	0.057296314
2.723227716	-4.242431472	-3.646825029	-3.595132322	-0.64729915	-0.051692707	0.64729915	0.051692707
2.726482408	-4.106061216	-3.388705477	-3.314735801	-0.791325415	-0.073969677	0.791325415	0.073969677
2.734257057	-3.777830083	-3.23479007	-3.273856342	-0.503973742	0.039066272	0.503973742	0.039066272
2.740970172	-3.621900372	-2.993556785	-2.878314849	-0.743585523	-0.115241936	0.743585523	0.115241936
2.742264847	-2.833134109	-2.178497895	-2.197355741	-0.635778368	0.018857846	0.635778368	0.018857846
2.746805921	-5.258795249	-4.57103911	-4.517129379	-0.74166587	-0.053909731	0.74166587	0.053909731
2.76454986	-4.407315737	-3.715392938	-3.638757472	-0.768558265	-0.076635466	0.768558265	0.076635466
2.777758123	-4.518635833	-3.998907779	-4.028463427	-0.490172407	0.029555648	0.490172407	0.029555648
2.781134242	-4.627991827	-4.079492485	-4.141700761	-0.486291066	0.062208276	0.486291066	0.062208276
