	Isomer 1			Isomer 2	
	Error SCAN	Error DC-SCAN		Error SCAN	Error DC-SCAN
2B	9.096899259	-0.513108385		9.002272016	-0.583501462
3B	0.93638764	0.797809877		1.135826462	1.033668974
4B	-0.586816527	-0.433530094		-0.819890514	-0.725118733
5B	0.405201365	0.448430043		0.696154089	0.708227244
6B	-0.251514788	-0.265639865		-0.41569354	-0.417463099
7B	0.119523357	0.099951536		0.146420936	0.143534412
8B	-0.018766291	-0.016670432		-0.024390358	-0.024660174
