2.539132093,-2.443978128,-1.543515263
2.566046203,-4.733783569,-3.714181845
2.583400602,-3.353131992,-2.490206716
2.592691673,-3.703583218,-2.984909711
2.602729455,-4.593510207,-3.750596193
2.636093723,-1.279377899,-0.407711423
2.667480865,-2.926212519,-2.268219132
2.682454564,-4.165850273,-3.51475321
2.683917565,-3.396511689,-2.503183602
2.688250816,-3.455528911,-2.662878367
2.690519063,-3.899648405,-3.204519036
2.712901316,-3.962769536,-3.37739149
2.717159989,-3.81591988,-3.31988029
2.717759637,-3.532386213,-2.793770469
2.718515964,-4.982132806,-4.325306585
2.723227716,-4.242431472,-3.646825029
2.726482408,-4.106061216,-3.388705477
2.734257057,-3.777830083,-3.23479007
2.740970172,-3.621900372,-2.993556785
2.742264847,-2.833134109,-2.178497895
2.746805921,-5.258795249,-4.57103911
2.76454986,-4.407315737,-3.715392938
2.777758123,-4.518635833,-3.998907779
2.781134242,-4.627991827,-4.079492485
2.781339372,-4.054762355,-3.492150336
2.789698516,-4.564174161,-4.102785619
2.791231823,-4.503876822,-3.91114437
2.791907049,-4.960565322,-4.290655538
2.796336537,-4.444470544,-3.898443588
2.800718559,-3.908483732,-3.271424045
2.817143153,-4.601931378,-3.978363134
2.81858648,-3.034106416,-2.23740844
2.821198088,-2.722228168,-1.897486815
2.828621351,-4.878637746,-4.407497714
2.834864312,-5.024822243,-4.477885399
2.852659478,-3.063109882,-2.688336407
2.85511143,-5.363852806,-4.770455195
2.866063755,-4.352992282,-3.939263049
2.866192419,-4.771264682,-4.194514885
2.866226745,-4.79245566,-4.196660965
2.884771528,-3.978149781,-3.329217624
2.891867387,-3.28533592,-2.950848522
2.895310317,-3.905088908,-3.258949166
2.895770897,-3.88151967,-3.418945136
2.899204323,-5.155777096,-4.580665098
2.907108092,-3.768241746,-3.36866284
2.929141586,-4.183025195,-3.724516919
2.939248951,-2.045905243,-1.553260478
2.939321279,-4.042494554,-3.634933734
2.941658468,-3.70296826,-3.336113948
2.951232895,-4.169797305,-3.899447603
2.95148854,-2.214209432,-1.896489075
2.95433882,-4.127992655,-3.67437895
2.958240894,-3.036616452,-2.753929923
2.958667965,-4.352634602,-3.898933045
2.965010481,-3.631250256,-3.198884005
2.972483487,-2.403478697,-2.061592968
2.978876541,-1.707357863,-1.059523846
2.995763122,-4.850186488,-4.385076818
2.997060741,-3.91393051,-3.417194386
3.028610602,-4.051147903,-3.673745165
3.029521221,-4.284355348,-3.843517725
3.035938119,-1.862747916,-1.150569127
3.037325952,-2.534728479,-2.138462821
3.04184832,-3.913968161,-3.394717013
3.052041462,-4.103544905,-3.623877025
3.055798109,-2.829055301,-2.569724656
3.067891799,-4.618271712,-4.255038128
3.082317817,0.525017955,0.736187284
3.095351,-0.051468288,0.143630535
3.122084101,-4.608281769,-4.14605864
3.154663501,-3.836439424,-3.550150993
3.180993764,-4.649615787,-4.19106986
3.191080695,-3.797408364,-3.429932819
3.192353632,0.071159521,0.38455634
3.198474029,1.046459109,1.380965331
3.215388485,-2.505122605,-2.092384835
3.216319177,-1.791287191,-1.54997233
3.219601656,-2.402355456,-2.161567702
3.221340015,-1.619148923,-1.407220308
3.268047952,-2.466756704,-2.225498319
3.282485418,-1.730004662,-1.293929833
3.284777964,0.025545891,0.231224516
3.305483217,-1.883110583,-1.78524428
3.322080081,-3.455773639,-3.294572852
3.334861027,-0.439400627,-0.158922929
3.336235672,0.754184242,1.071390041
3.346309661,-1.679471363,-1.540634996
3.390356868,-2.200046554,-1.907966215
3.390480995,0.22029331,0.401072377
3.393588952,0.532886918,0.642286837
3.400468382,-0.058025757,0.344238887
3.401928337,-1.417291827,-1.323090176
3.412070748,0.682139934,1.062975146
3.42499829,-1.913607521,-1.799990741
3.437963495,-1.048234959,-0.975763945
3.439189985,-0.672909276,-0.481355879
3.452848562,-2.138582047,-1.93932284
3.454180542,-1.229321506,-1.088841067
3.465790028,-0.672181366,-0.444759554
3.469343343,-0.76140687,-0.489638998
3.479060644,0.768786376,0.867004085
3.500045637,-0.421930777,-0.058151259
3.503579745,-1.28641855,-1.205457339
3.5104495,-1.941519121,-1.699043368
3.526209431,-0.133063283,-0.061508432
3.532143781,-1.346439786,-1.174602722
3.548633237,1.050744995,1.193710371
3.559627553,-0.596114725,-0.442644849
3.637333491,-0.04672432,0.269615517
3.638050949,0.45599824,0.794928401
3.644997278,-1.541086803,-1.466419507
3.694098176,0.059123898,0.409104493
3.696558474,-1.579327201,-1.403624681
3.702499058,-0.637053412,-0.577220429
3.704776523,-0.922444505,-0.756273847
3.708222596,-1.533650821,-1.292392436
3.730762819,-0.436231707,-0.252522172
3.737153124,-0.13214712,-0.075702686
3.750425647,-1.400430661,-1.333626052
3.768547678,-0.081268691,-0.01984811
3.786373053,0.884034679,1.146891924
3.797993927,-1.688501217,-1.571062908
3.807876501,-0.31131349,-0.02718369
3.810597097,1.377670909,1.484290963
3.813475223,-1.165459916,-1.082534601
3.841337022,-1.441915281,-1.296452419
3.842366341,-1.120680873,-0.98237789
3.853622985,0.278783423,0.339457269
3.882640432,1.145448654,1.222726387
3.905284732,-0.821842262,-0.664858336
3.911222873,-0.953656803,-0.790811942
3.916711073,-0.88966971,-0.779240676
3.921815153,0.570311555,0.786394279
3.923249574,-1.543038356,-1.475455637
3.923482974,-0.266691325,-0.200696203
3.928331435,1.211889306,1.307333425
3.949245114,-0.991232042,-0.942405566
3.953485642,-0.138491236,-0.017231397
3.963827241,-0.039438941,0.089457683
3.976024688,0.020306191,0.075376381
3.979423197,-1.41678982,-1.332722439
3.987302832,0.630552419,0.721409447
3.990775625,-0.338101849,-0.290825321
3.997453621,-1.107578485,-1.071157863
3.999920184,-1.792284931,-1.734585478
4.006355111,-0.413409204,-0.251097726
4.051445895,0.877922742,1.080024565
4.060872185,0.362166819,0.414450869
4.068617414,-0.789211794,-0.646993154
4.08030959,-0.54456486,-0.471033356
4.09066181,-0.769520562,-0.672024488
4.090905411,-0.76416791,-0.726291467
4.127306442,0.574327612,0.668510438
4.135870387,0.31409963,0.351888222
4.139692382,-1.280865096,-1.246603104
4.164722435,-0.276725194,-0.174736156
